lb	mle	ub	ce	Z	cZ
Trim35	0.870650234284502	2.65152571350281	4.39282618207181	0.870650234284502	3.00651599714217	1.43249151873944
Colec12	0.989375266232388	3.00770080934646	4.11580110752673	0.989375266232388	3.00610001698885	1.43249151873944
Fndc3b	0.751925202336617	2.21620059636055	3.95750106492957	0.751925202336617	3.00470657951501	1.43249151873944
Itga5	0.672775181038026	2.05790055376337	3.5221759477873	0.672775181038026	3.0045201563702	1.43249151873944
Fam83h	0.870650234284502	2.57237569220421	4.4719762033704	0.870650234284502	3.00314734021119	1.43227614279895
Med13	0.71235019168732	2.13705057506196	3.75962601168309	0.71235019168732	2.99846917809844	1.42627616983209
Zdhhc8	0.751925202336617	2.25577560700985	3.91792605428027	0.751925202336617	2.99173624643645	1.41666107614349
Fbn1	0.751925202336617	2.25577560700985	3.87835104363098	0.751925202336617	2.98874500048442	1.41362956325433
r_RLTR1B	-3.95750106492957	-2.33492562830844	-0.791500212985911	-0.791500212985911	-2.98753382359363	-1.41362956325433
Gulp1	0.751925202336617	2.29535061765914	3.99707607557887	0.751925202336617	2.98366203291001	1.41085049002312
Col8a1	0.791500212985911	2.45365066025633	4.27410115012392	0.791500212985911	2.98349258423014	1.41085049002312
r_B1_Mus2	-3.44302592648871	-2.09747556441266	-0.71235019168732	-0.71235019168732	-2.9736716860963	-1.39574114742714
Lrp6	1.02895027688169	3.12642584129435	4.31367616077322	1.02895027688169	2.96982861930488	1.39204642712998
Psap	0.791500212985911	2.37450063895773	4.5907012353183	0.791500212985911	2.96913686845602	1.39204642712998
Wls	0.71235019168732	2.25577560700985	3.87835104363098	0.71235019168732	2.96501244511526	1.38691422850511
Dnahc8	-4.90730132051264	-3.04727581999576	-1.06852528753098	-1.06852528753098	-2.96272687434198	-1.38621805073862
Itgb1	0.791500212985911	2.41407564960703	4.70942626726619	0.791500212985911	2.96211713021609	1.38621805073862
Trio	0.71235019168732	2.13705057506196	3.68047599038449	0.71235019168732	2.9610032876701	1.38621805073862
Pgrmc2	0.71235019168732	2.17662558571126	3.64090097973519	0.71235019168732	2.95819955849664	1.38338510961471
Magt1	0.633200170388732	1.93917552181549	3.36387590519011	0.633200170388732	2.94402914230936	1.36088567398127
Wfdc2	-4.63027624596759	-3.24515087324224	-1.14767530882957	-1.14767530882957	-2.94309102709388	-1.36088567398127
Ttll3	0.593625159739434	1.93917552181549	3.482600937138	0.593625159739434	2.93763647019144	1.35331314397591
r_RLTR16	-4.39282618207181	-2.49322567090562	-0.831075223635208	-0.831075223635208	-2.93417167753551	-1.3514167793843
Loxl1	0.633200170388732	2.01832554311408	3.64090097973519	0.633200170388732	2.93373094681258	1.3514167793843
2310022B05Rik	0.633200170388732	2.01832554311408	3.5221759477873	0.633200170388732	2.93302320860184	1.3514167793843
Col12a1	0.989375266232388	3.24515087324224	6.25285168258872	0.989375266232388	2.92648501662355	1.34187788365255
Dctpp1	-3.83877603298168	-2.29535061765914	-0.751925202336617	-0.751925202336617	-2.92401109490964	-1.33977551545976
Sh3bgrl	0.71235019168732	2.21620059636055	3.95750106492957	0.71235019168732	2.92184728051852	1.33977551545976
Dirc2	0.791500212985911	2.57237569220421	4.5115512140197	0.791500212985911	2.92180025450147	1.33977551545976
Sdc1	0.633200170388732	2.01832554311408	3.64090097973519	0.633200170388732	2.92032574677478	1.33921624704929
Rcn2	0.672775181038026	2.21620059636055	3.99707607557887	0.672775181038026	2.91706846806717	1.33809150933258
Rif1	-3.87835104363098	-2.29535061765914	-0.791500212985911	-0.791500212985911	-2.91686128509158	-1.33809150933258
Grb10	0.791500212985911	2.41407564960703	4.03665108622817	0.791500212985911	2.91581818768291	1.33809150933258
Gpc2	0.989375266232388	3.08685083064506	4.35325117142251	0.989375266232388	2.91509054066767	1.33809150933258
2610203C20Rik	0.751925202336617	2.65152571350281	4.551126224669	0.751925202336617	2.91128072132091	1.33419726863818
Btf3	-3.40345091583941	-2.01832554311408	-0.672775181038026	-0.672775181038026	-2.9106215159426	-1.33419726863818
r_(TTTC)n	0.831075223635208	2.65152571350281	4.5907012353183	0.831075223635208	2.90931770851876	1.33389603972545
Lefty1	-5.14475138440843	-3.16600085194365	-1.18725031947887	-1.18725031947887	-2.90585838397686	-1.32975328400442
Otx2	-4.98645134181124	-3.28472588389154	-1.10810029818028	-1.10810029818028	-2.90249120747049	-1.32764312419435
Jam2	-3.99707607557887	-2.33492562830844	-0.791500212985911	-0.791500212985911	-2.90242070668799	-1.32764312419435
Cth	-5.5009264802521	-3.44302592648871	-1.14767530882957	-1.14767530882957	-2.89956705908664	-1.32634113380309
Crim1	0.672775181038026	2.17662558571126	3.83877603298168	0.672775181038026	2.89945091548641	1.32634113380309
Ccng1	0.633200170388732	2.09747556441266	3.6013259690859	0.633200170388732	2.89680513802726	1.32361447100807
Tmed2	0.593625159739434	1.89960051116619	3.40345091583941	0.593625159739434	2.89359121890114	1.31986861047133
Cenpp	-4.4719762033704	-2.92855078804787	-0.989375266232388	-0.989375266232388	-2.89206558887143	-1.31912430111889
Vcl	0.71235019168732	2.29535061765914	4.07622609687746	0.71235019168732	2.89040193258595	1.3188815589178
Ptbp1	0.751925202336617	2.45365066025633	4.39282618207181	0.751925202336617	2.88972384648528	1.3188815589178
Trim71	-5.22390140570702	-3.44302592648871	-1.10810029818028	-1.10810029818028	-2.88848214760472	-1.31862484749913
Mlec	0.593625159739434	2.01832554311408	3.6013259690859	0.593625159739434	2.88689701410591	1.31775072111516
Sparc	0.751925202336617	2.41407564960703	5.10517637375913	0.751925202336617	2.88335239794904	1.31558036868118
A330069E16Rik	0.791500212985911	2.53280068155492	4.35325117142251	0.791500212985911	2.88260879636493	1.31558036868118
Itm2c	0.633200170388732	2.01832554311408	3.5617509584366	0.633200170388732	2.88241506029826	1.31558036868118
Myo1c	0.593625159739434	1.97875053246478	3.72005100103379	0.593625159739434	2.87571376517328	1.3067557535857
Sacm1l	0.593625159739434	2.01832554311408	3.5617509584366	0.593625159739434	2.87530192358057	1.3067557535857
Gnl3	-3.5221759477873	-2.09747556441266	-0.672775181038026	-0.672775181038026	-2.87183464828827	-1.3024891567891
r_L1MEg	-3.36387590519011	-1.97875053246478	-0.633200170388732	-0.633200170388732	-2.87021280110781	-1.30150997070779
Rtkn2	-4.82815129921405	-3.24515087324224	-1.06852528753098	-1.06852528753098	-2.8668340113714	-1.29790370084774
Atp6v0c	0.672775181038026	2.21620059636055	3.99707607557887	0.672775181038026	2.86605559203514	1.29790370084774
Mrpl45	-4.90730132051264	-3.20557586259294	-1.02895027688169	-1.02895027688169	-2.86380233407322	-1.29645992291755
Sgol1	-4.551126224669	-2.53280068155492	-0.791500212985911	-0.791500212985911	-2.86312165854722	-1.29645992291755
Anp32a	-3.72005100103379	-2.21620059636055	-0.672775181038026	-0.672775181038026	-2.86038062192051	-1.29345401007346
Stx7	1.14767530882957	3.32430089454081	5.10517637375913	1.14767530882957	2.8578758467802	1.29102329053671
Bdnf	0.672775181038026	2.33492562830844	4.07622609687746	0.672775181038026	2.85691239077558	1.29102329053671
Mmp14	0.633200170388732	2.17662558571126	3.75962601168309	0.633200170388732	2.85356249406823	1.28876545252918
Trim46	0.751925202336617	2.45365066025633	4.11580110752673	0.751925202336617	2.85355284968158	1.28876545252918
Mtpn	0.593625159739434	1.93917552181549	3.32430089454081	0.593625159739434	2.85063434056224	1.28541380929712
Serp1	0.831075223635208	2.92855078804787	4.66985125661689	0.831075223635208	2.8415339947244	1.27097154199804
Serpine2	0.870650234284502	2.80982575609999	4.98645134181124	0.870650234284502	2.83896863774836	1.2697753677636
H3f3a	-3.5617509584366	-2.09747556441266	-0.672775181038026	-0.672775181038026	-2.83867909998501	-1.2697753677636
Ncaph2	-3.5221759477873	-2.09747556441266	-0.672775181038026	-0.672775181038026	-2.83775526453837	-1.2697753677636
Flna	0.633200170388732	2.13705057506196	3.75962601168309	0.633200170388732	2.83628975007259	1.26899649122533
Cbx7	-4.63027624596759	-2.7306757348014	-0.9102252449338	-0.9102252449338	-2.82858186072164	-1.25878919705844
Depdc6	-4.4719762033704	-3.08685083064506	-1.02895027688169	-1.02895027688169	-2.8285543124179	-1.25878919705844
r_RMER21B	-5.30305142700562	-3.36387590519011	-0.831075223635208	-0.831075223635208	-2.82173587232504	-1.24834850716331
Stmn2	-4.4719762033704	-2.45365066025633	-0.71235019168732	-0.71235019168732	-2.81697498966674	-1.24159710896234
Mgat2	0.554050149090137	1.86002550051689	3.36387590519011	0.554050149090137	2.81354258655298	1.23723574416464
Prpf4	-3.5221759477873	-2.05790055376337	-0.633200170388732	-0.633200170388732	-2.81077921875153	-1.23423894320861
Sdc2	0.554050149090137	1.93917552181549	3.5617509584366	0.554050149090137	2.80985138324473	1.23423894320861
Kbtbd8	-4.43240119272111	-2.88897577739858	-0.870650234284502	-0.870650234284502	-2.80875884552826	-1.23409654894748
Cnn3	0.554050149090137	2.01832554311408	3.40345091583941	0.554050149090137	2.80532781401473	1.22978545403883
D0H4S114	0.71235019168732	2.49322567090562	4.4719762033704	0.71235019168732	2.80435849566642	1.22978545403883
Robo1	0.672775181038026	2.21620059636055	3.87835104363098	0.672775181038026	2.80194627229692	1.22723752692501
Tmed7	0.514475138440843	1.8204504898676	3.28472588389153	0.514475138440843	2.79958825159902	1.22478222407228
Lmna	0.554050149090137	1.93917552181549	3.44302592648871	0.554050149090137	2.79813610571505	1.22396457247116
Bcat1	-3.6013259690859	-2.09747556441266	-0.633200170388732	-0.633200170388732	-2.79670308595889	-1.22317680464047
Dab2	0.751925202336617	2.7306757348014	4.78857628856475	0.751925202336617	2.78962878566029	1.21474115309583
Tcf4	0.593625159739434	2.13705057506196	3.79920102233238	0.593625159739434	2.78951262835759	1.21474115309583
Timp3	0.791500212985911	2.88897577739858	4.90730132051264	0.791500212985911	2.78907394567126	1.21474115309583
Tgfb3	0.554050149090137	1.93917552181549	3.40345091583941	0.554050149090137	2.78648183923756	1.21182837143327
Nisch	0.593625159739434	2.05790055376337	3.482600937138	0.593625159739434	2.78532365535408	1.21151685484723
r_RLTR9A	-4.74900127791549	-2.7306757348014	-0.791500212985911	-0.791500212985911	-2.78319163176375	-1.20943047878466
Gm14124	-4.63027624596759	-2.96812579869717	-0.870650234284502	-0.870650234284502	-2.78033258170511	-1.20601640349941
Sumo2	-3.24515087324224	-1.89960051116619	-0.55405014909014	-0.55405014909014	-2.7779242194893	-1.20341634555313
Rhoa	0.514475138440843	1.7808754792183	3.08685083064506	0.514475138440843	2.77571253105384	1.20116902815002
Lig1	-4.39282618207181	-2.33492562830844	-0.71235019168732	-0.71235019168732	-2.774427216988	-1.20060414935543
Efna5	0.633200170388732	2.33492562830844	4.07622609687746	0.633200170388732	2.77085816434231	1.19587320551391
Arfip1	0.633200170388732	2.45365066025633	4.23452613947462	0.633200170388732	2.76704248305593	1.19274780651476
Vti1b	0.514475138440843	1.89960051116619	3.28472588389153	0.514475138440843	2.76679746713877	1.19274780651476
Acta2	0.791500212985911	2.77025074545069	5.06560136310983	0.791500212985911	2.7656679108238	1.19274780651476
Senp5	0.554050149090137	2.01832554311408	3.72005100103379	0.554050149090137	2.76527573624199	1.19274780651476
r_ORR1B2	-3.5617509584366	-2.17662558571126	-0.672775181038026	-0.672775181038026	-2.76187829554171	-1.18830360349841
Atp8b2	0.593625159739434	2.13705057506196	3.99707607557887	0.593625159739434	2.75997797143562	1.18747556331906
Gdi1	0.554050149090137	2.01832554311408	3.5221759477873	0.554050149090137	2.75917198638266	1.18747556331906
BC049349	-6.92562686362674	-4.63027624596759	-1.14767530882957	-1.14767530882957	-2.75789028703298	-1.18747556331906
Mzt1	0.593625159739434	2.13705057506196	3.68047599038449	0.593625159739434	2.75716597154516	1.18747556331906
Arf4	0.514475138440843	1.86002550051689	3.44302592648871	0.514475138440843	2.75665401353213	1.18747556331906
Pdcl2	-4.4719762033704	-2.96812579869717	-0.870650234284502	-0.870650234284502	-2.75206735836619	-1.18083399298001
2410137F16Rik	-5.61965151219996	-3.68047599038449	-1.22682533012817	-1.22682533012817	-2.75047323794362	-1.17964884582408
Zeb1	0.593625159739434	2.17662558571126	3.95750106492957	0.593625159739434	2.74081433570634	1.1636898358149
Zfp36	0.672775181038026	2.41407564960703	4.23452613947462	0.672775181038026	2.73780701897445	1.16271654857312
Efemp2	0.474900127791545	1.8204504898676	3.40345091583941	0.474900127791545	2.73672111058926	1.16271654857312
Ctsa	0.514475138440843	1.8204504898676	3.36387590519011	0.514475138440843	2.73513104218514	1.16271654857312
Mkrn1	-4.90730132051264	-2.7306757348014	-0.751925202336617	-0.751925202336617	-2.73427315564756	-1.16271654857312
Scamp1	0.554050149090137	2.05790055376337	3.75962601168309	0.554050149090137	2.73411525102386	1.16271654857312
Actb	0.474900127791545	1.74130046856901	3.24515087324224	0.474900127791545	2.7335533806903	1.16271654857312
Efnb2	0.554050149090137	1.97875053246478	3.482600937138	0.554050149090137	2.73296657525615	1.16271654857312
Hipk3	0.554050149090137	2.21620059636055	4.31367616077322	0.554050149090137	2.73220248655458	1.16271654857312
1110067D22Rik	0.554050149090137	2.05790055376337	3.72005100103379	0.554050149090137	2.73172912992234	1.16271654857312
Ly6g6e	-4.27410115012392	-2.65152571350281	-0.751925202336617	-0.751925202336617	-2.7309605205036	-1.16271654857312
Plscr3	0.593625159739434	2.21620059636055	3.87835104363098	0.593625159739434	2.72914997818545	1.16108474683807
Polr3g	-3.91792605428027	-2.17662558571126	-0.633200170388732	-0.633200170388732	-2.72519336103252	-1.15674355367718
Gtf3c1	0.514475138440843	1.89960051116619	3.44302592648871	0.514475138440843	2.72494784301348	1.15674355367718
Pdcd4	0.514475138440843	1.93917552181549	3.44302592648871	0.514475138440843	2.7212613789362	1.15210133934432
mt-Tp	-4.74900127791549	-3.16600085194365	-0.949800255583097	-0.949800255583097	-2.72035652799494	-1.15210133934432
Mras	0.554050149090137	2.09747556441266	3.79920102233238	0.554050149090137	2.71884919208535	1.15210133934432
Lrrc2	-5.81752656544645	-3.5617509584366	-1.18725031947887	-1.18725031947887	-2.71877448953935	-1.15210133934432
Pik3ca	0.474900127791545	1.7808754792183	3.20557586259294	0.474900127791545	2.71670266350942	1.15037025622801
Gm7325	-4.5115512140197	-2.65152571350281	-0.751925202336617	-0.751925202336617	-2.7158635610551	-1.15037025622801
Cdca3	-3.72005100103379	-2.09747556441266	-0.593625159739434	-0.593625159739434	-2.71481712176936	-1.15037025622801
Hsd17b14	-4.27410115012392	-2.84940076674929	-0.831075223635208	-0.831075223635208	-2.71422248382344	-1.15037025622801
Lrmp	-6.01540161869294	-4.4719762033704	-1.74130046856901	-1.74130046856901	-2.71161974070196	-1.1472419662018
Paics	-3.16600085194365	-1.7808754792183	-0.514475138440843	-0.514475138440843	-2.70701512034117	-1.14083775193239
Mtus1	0.554050149090137	2.13705057506196	4.07622609687746	0.554050149090137	2.70634292759275	1.14083775193239
Calm3	0.474900127791545	1.7808754792183	3.20557586259294	0.474900127791545	2.70398933294193	1.13974911785749
Napa	0.474900127791545	1.86002550051689	3.40345091583941	0.474900127791545	2.70396931417566	1.13974911785749
Cd81	0.593625159739434	2.21620059636055	4.03665108622817	0.593625159739434	2.70245518178134	1.13859787970597
Mmp2	0.791500212985911	3.72005100103379	6.21327667193942	0.791500212985911	2.69863222492834	1.13722652751969
Zyx	0.514475138440843	1.97875053246478	3.68047599038449	0.514475138440843	2.6983960209826	1.13722652751969
Ptchd1	-4.07622609687743	-2.29535061765914	-0.633200170388732	-0.633200170388732	-2.69781816831744	-1.13722652751969
Nup210	-4.66985125661689	-3.24515087324224	-1.02895027688169	-1.02895027688169	-2.69652381248422	-1.13722652751969
Fut9	-4.78857628856478	-3.16600085194365	-0.949800255583097	-0.949800255583097	-2.69590667197424	-1.13722652751969
r_AT_rich	0.474900127791545	1.89960051116619	3.40345091583941	0.474900127791545	2.69551274747878	1.13722652751969
r_L1M2	-3.24515087324224	-1.89960051116619	-0.514475138440843	-0.514475138440843	-2.69490958667366	-1.13722652751969
Fam169a	-4.27410115012392	-2.6911007241521	-0.791500212985911	-0.791500212985911	-2.69468226011039	-1.13722652751969
r_Lx7	-3.20557586259294	-1.86002550051689	-0.514475138440843	-0.514475138440843	-2.68850563040018	-1.12791613213362
Mcm3	-3.91792605428027	-2.09747556441266	-0.593625159739434	-0.593625159739434	-2.68764493045121	-1.12791613213362
Fbxw11	0.554050149090137	2.09747556441266	3.68047599038449	0.554050149090137	2.68700889919772	1.12791613213362
Ssr3	0.514475138440843	2.01832554311408	3.5617509584366	0.514475138440843	2.68575440359532	1.12719896432399
Man2a1	0.751925202336617	2.80982575609999	5.02602635246054	0.751925202336617	2.68286517080362	1.12347168737879
Tspan3	0.514475138440843	2.13705057506196	3.87835104363098	0.514475138440843	2.67850043721279	1.12079456284768
Pgrmc1	0.435325117142251	1.7808754792183	3.16600085194365	0.435325117142251	2.67838209934007	1.12079456284768
Cep55	-4.03665108622817	-2.21620059636055	-0.593625159739434	-0.593625159739434	-2.67815700447184	-1.12079456284768
Rpl13	-3.04727581999576	-1.74130046856901	-0.474900127791545	-0.474900127791545	-2.67797739800847	-1.12079456284768
Fxr2	0.474900127791545	1.89960051116619	3.5221759477873	0.474900127791545	2.67645136479507	1.11955723949435
Sumf1	0.514475138440843	2.01832554311408	3.64090097973519	0.514475138440843	2.67537678938058	1.11914722326008
Serinc1	0.593625159739434	2.25577560700985	4.43240119272111	0.593625159739434	2.67311473479189	1.11709022760936
Samd4	0.514475138440843	2.01832554311408	3.64090097973519	0.514475138440843	2.67256085377641	1.11709022760936
Adhfe1	-4.78857628856478	-3.28472588389154	-0.989375266232388	-0.989375266232388	-2.67080247254916	-1.11541174196564
C920016K16Rik	0.71235019168732	3.20557586259294	5.30305142700562	0.71235019168732	2.66764395618489	1.11283248403816
Cenpw	-3.72005100103379	-2.05790055376337	-0.55405014909014	-0.55405014909014	-2.6665808736315	-1.11283248403816
r_RLTR13D6	-3.6013259690859	-2.01832554311408	-0.55405014909014	-0.55405014909014	-2.66635948785485	-1.11283248403816
Hist1h2bc	0.435325117142251	1.8204504898676	3.36387590519011	0.435325117142251	2.66592964890374	1.11283248403816
