"gene_short_name" "biotype" "num_cells_expressed" "use_for_ordering"
"ENSG00000021355.8" "SERPINB1" "protein_coding" 103 FALSE
"ENSG00000021461.12" "CYP3A43" "protein_coding" 0 FALSE
"ENSG00000021488.8" "SLC7A9" "protein_coding" 1 FALSE
"ENSG00000021574.7" "SPAST" "protein_coding" 102 FALSE
"ENSG00000021645.13" "NRXN3" "protein_coding" 44 FALSE
"ENSG00000021762.15" "OSBPL5" "protein_coding" 15 FALSE
"ENSG00000021776.6" "AQR" "protein_coding" 213 FALSE
"ENSG00000021826.10" "CPS1" "protein_coding" 83 FALSE
"ENSG00000021852.8" "C8B" "protein_coding" 0 FALSE
"ENSG00000022267.12" "FHL1" "protein_coding" 208 TRUE
"ENSG00000022277.8" "RTFDC1" "protein_coding" 311 FALSE
"ENSG00000022355.10" "GABRA1" "protein_coding" 0 FALSE
"ENSG00000022556.11" "NLRP2" "protein_coding" 0 FALSE
"ENSG00000022567.5" "SLC45A4" "protein_coding" 12 FALSE
"ENSG00000022840.11" "RNF10" "protein_coding" 290 FALSE
"ENSG00000022976.11" "ZNF839" "protein_coding" 39 FALSE
"ENSG00000023041.7" "ZDHHC6" "protein_coding" 187 FALSE
"ENSG00000023171.10" "GRAMD1B" "protein_coding" 8 FALSE
"ENSG00000023191.12" "RNH1" "protein_coding" 282 FALSE
"ENSG00000023228.8" "NDUFS1" "protein_coding" 258 FALSE
"ENSG00000023287.8" "RB1CC1" "protein_coding" 308 FALSE
"ENSG00000023318.7" "ERP44" "protein_coding" 249 FALSE
"ENSG00000023330.10" "ALAS1" "protein_coding" 173 FALSE
"ENSG00000023445.9" "BIRC3" "protein_coding" 20 FALSE
"ENSG00000023516.7" "AKAP11" "protein_coding" 157 FALSE
"ENSG00000023572.4" "GLRX2" "protein_coding" 204 FALSE
"ENSG00000023608.4" "SNAPC1" "protein_coding" 265 FALSE
"ENSG00000023697.8" "DERA" "protein_coding" 284 FALSE
"ENSG00000023734.6" "STRAP" "protein_coding" 333 FALSE
"ENSG00000023839.6" "ABCC2" "protein_coding" 4 FALSE
"ENSG00000023892.9" "DEF6" "protein_coding" 0 FALSE
"ENSG00000023902.8" "PLEKHO1" "protein_coding" 95 FALSE
"ENSG00000023909.5" "GCLM" "protein_coding" 155 FALSE
"ENSG00000024048.6" "UBR2" "protein_coding" 245 FALSE
"ENSG00000024422.7" "EHD2" "protein_coding" 339 FALSE
"ENSG00000024526.12" "DEPDC1" "protein_coding" 56 TRUE
"ENSG00000024862.12" "CCDC28A" "protein_coding" 143 FALSE
"ENSG00000025039.9" "RRAGD" "protein_coding" 2 FALSE
"ENSG00000025156.7" "HSF2" "protein_coding" 133 FALSE
"ENSG00000025293.11" "PHF20" "protein_coding" 275 FALSE
"ENSG00000025423.7" "HSD17B6" "protein_coding" 17 FALSE
"ENSG00000025434.14" "NR1H3" "protein_coding" 38 FALSE
"ENSG00000025708.8" "TYMP" "protein_coding" 10 FALSE
"ENSG00000025770.14" "NCAPH2" "protein_coding" 40 FALSE
"ENSG00000025772.7" "TOMM34" "protein_coding" 184 FALSE
"ENSG00000025796.9" "SEC63" "protein_coding" 318 FALSE
"ENSG00000025800.9" "KPNA6" "protein_coding" 348 FALSE
"ENSG00000026025.9" "VIM" "protein_coding" 358 FALSE
"ENSG00000026036.16" "RTEL1-TNFRSF6B" "protein_coding" 0 FALSE
"ENSG00000026103.15" "FAS" "protein_coding" 138 FALSE
"ENSG00000026297.11" "RNASET2" "protein_coding" 34 FALSE
"ENSG00000026508.12" "CD44" "protein_coding" 314 FALSE
"ENSG00000026559.8" "KCNG1" "protein_coding" 21 FALSE
"ENSG00000026652.9" "AGPAT4" "protein_coding" 50 FALSE
"ENSG00000026751.12" "SLAMF7" "protein_coding" 0 FALSE
"ENSG00000026950.12" "BTN3A1" "protein_coding" 55 FALSE
"ENSG00000027001.7" "MIPEP" "protein_coding" 76 FALSE
"ENSG00000027075.9" "PRKCH" "protein_coding" 31 FALSE
"ENSG00000027644.4" "INSRR" "protein_coding" 0 FALSE
"ENSG00000027697.8" "IFNGR1" "protein_coding" 242 FALSE
"ENSG00000027847.9" "B4GALT7" "protein_coding" 52 FALSE
"ENSG00000027869.7" "SH2D2A" "protein_coding" 0 FALSE
"ENSG00000028116.12" "VRK2" "protein_coding" 132 FALSE
"ENSG00000028137.12" "TNFRSF1B" "protein_coding" 1 FALSE
"ENSG00000028203.13" "VEZT" "protein_coding" 249 FALSE
"ENSG00000028277.15" "POU2F2" "protein_coding" 9 FALSE
"ENSG00000028310.13" "BRD9" "protein_coding" 115 FALSE
"ENSG00000028528.10" "SNX1" "protein_coding" 204 FALSE
"ENSG00000028839.4" "TBPL1" "protein_coding" 192 FALSE
"ENSG00000029153.10" "ARNTL2" "protein_coding" 54 FALSE
"ENSG00000029363.11" "BCLAF1" "protein_coding" 333 FALSE
"ENSG00000029364.7" "SLC39A9" "protein_coding" 296 FALSE
"ENSG00000029534.15" "ANK1" "protein_coding" 65 FALSE
"ENSG00000029559.5" "IBSP" "protein_coding" 1 FALSE
"ENSG00000029639.6" "TFB1M" "protein_coding" 169 FALSE
"ENSG00000029725.12" "RABEP1" "protein_coding" 207 FALSE
"ENSG00000029993.10" "HMGB3" "protein_coding" 225 FALSE
"ENSG00000030066.9" "NUP160" "protein_coding" 191 FALSE
"ENSG00000030110.8" "BAK1" "protein_coding" 31 FALSE
"ENSG00000030304.8" "MUSK" "protein_coding" 149 FALSE
"ENSG00000030419.12" "IKZF2" "protein_coding" 94 FALSE
"ENSG00000030582.12" "GRN" "protein_coding" 284 FALSE
"ENSG00000031003.6" "FAM13B" "protein_coding" 162 FALSE
"ENSG00000031081.6" "ARHGAP31" "protein_coding" 66 FALSE
"ENSG00000031544.9" "NR2E3" "processed_transcript" 25 FALSE
"ENSG00000031691.6" "CENPQ" "protein_coding" 94 FALSE
"ENSG00000031698.8" "SARS" "protein_coding" 341 FALSE
"ENSG00000031823.10" "RANBP3" "protein_coding" 106 FALSE
"ENSG00000032219.14" "ARID4A" "protein_coding" 196 FALSE
"ENSG00000032389.8" "TSSC1" "protein_coding" 116 FALSE
"ENSG00000032444.11" "PNPLA6" "protein_coding" 70 FALSE
"ENSG00000032742.13" "IFT88" "protein_coding" 152 FALSE
"ENSG00000033011.7" "ALG1" "protein_coding" 51 FALSE
"ENSG00000033030.9" "ZCCHC8" "protein_coding" 115 FALSE
"ENSG00000033050.3" "ABCF2" "protein_coding" 320 FALSE
"ENSG00000033100.10" "CHPF2" "protein_coding" 82 FALSE
"ENSG00000033122.13" "LRRC7" "protein_coding" 36 FALSE
"ENSG00000033170.12" "FUT8" "protein_coding" 285 FALSE
"ENSG00000033178.7" "UBA6" "protein_coding" 296 FALSE
"ENSG00000033327.8" "GAB2" "protein_coding" 43 FALSE
"ENSG00000033627.10" "ATP6V0A1" "protein_coding" 150 FALSE
"ENSG00000033800.9" "PIAS1" "protein_coding" 209 FALSE
"ENSG00000033867.12" "SLC4A7" "protein_coding" 208 FALSE
"ENSG00000034053.10" "APBA2" "protein_coding" 2 FALSE
"ENSG00000034063.9" "UHRF1" "processed_transcript" 206 FALSE
"ENSG00000034152.14" "MAP2K3" "protein_coding" 140 FALSE
"ENSG00000034239.6" "EFCAB1" "protein_coding" 2 FALSE
"ENSG00000034510.4" "TMSB10" "protein_coding" 372 TRUE
"ENSG00000034533.7" "ASTE1" "protein_coding" 70 FALSE
"ENSG00000034677.7" "RNF19A" "protein_coding" 199 FALSE
"ENSG00000034693.10" "PEX3" "protein_coding" 165 FALSE
"ENSG00000034713.3" "GABARAPL2" "protein_coding" 321 FALSE
"ENSG00000034971.9" "MYOC" "protein_coding" 4 FALSE
"ENSG00000035115.17" "SH3YL1" "protein_coding" 158 FALSE
"ENSG00000035141.3" "FAM136A" "protein_coding" 268 FALSE
"ENSG00000035403.12" "VCL" "protein_coding" 342 FALSE
"ENSG00000035499.8" "DEPDC1B" "protein_coding" 47 FALSE
"ENSG00000035664.7" "DAPK2" "protein_coding" 42 FALSE
"ENSG00000035681.3" "NSMAF" "protein_coding" 172 FALSE
"ENSG00000035687.9" "ADSS" "protein_coding" 168 FALSE
"ENSG00000035720.3" "STAP1" "protein_coding" 1 FALSE
"ENSG00000035862.8" "TIMP2" "protein_coding" 326 FALSE
"ENSG00000035928.10" "RFC1" "protein_coding" 284 FALSE
"ENSG00000036054.8" "TBC1D23" "protein_coding" 262 FALSE
"ENSG00000036257.8" "CUL3" "protein_coding" 226 FALSE
"ENSG00000036448.5" "MYOM2" "protein_coding" 25 FALSE
"ENSG00000036473.5" "OTC" "protein_coding" 0 FALSE
"ENSG00000036530.4" "CYP46A1" "protein_coding" 1 FALSE
"ENSG00000036549.8" "ZZZ3" "protein_coding" 238 FALSE
"ENSG00000036565.10" "SLC18A1" "protein_coding" 0 FALSE
"ENSG00000036672.11" "USP2" "protein_coding" 123 TRUE
"ENSG00000036828.9" "CASR" "protein_coding" 0 FALSE
"ENSG00000037042.8" "TUBG2" "protein_coding" 151 FALSE
"ENSG00000037241.3" "RPL26L1" "protein_coding" 308 FALSE
"ENSG00000037280.11" "FLT4" "protein_coding" 2 FALSE
"ENSG00000037474.10" "NSUN2" "protein_coding" 138 FALSE
"ENSG00000037637.6" "FBXO42" "protein_coding" 131 FALSE
"ENSG00000037749.7" "MFAP3" "protein_coding" 154 FALSE
"ENSG00000037757.9" "MRI1" "protein_coding" 135 FALSE
"ENSG00000037897.12" "METTL1" "protein_coding" 167 FALSE
"ENSG00000037965.4" "HOXC8" "protein_coding" 121 FALSE
"ENSG00000038002.4" "AGA" "protein_coding" 99 FALSE
"ENSG00000038210.9" "PI4K2B" "protein_coding" 55 FALSE
"ENSG00000038219.8" "BOD1L1" "protein_coding" 272 FALSE
"ENSG00000038274.11" "MAT2B" "protein_coding" 278 FALSE
"ENSG00000038295.3" "TLL1" "protein_coding" 5 FALSE
"ENSG00000038358.10" "EDC4" "protein_coding" 135 FALSE
"ENSG00000038382.13" "TRIO" "protein_coding" 305 FALSE
"ENSG00000038427.11" "VCAN" "protein_coding" 267 FALSE
"ENSG00000038532.10" "CLEC16A" "protein_coding" 99 FALSE
"ENSG00000038945.10" "MSR1" "protein_coding" 22 FALSE
"ENSG00000039068.13" "CDH1" "protein_coding" 3 FALSE
"ENSG00000039123.11" "SKIV2L2" "protein_coding" 289 FALSE
"ENSG00000039139.9" "DNAH5" "protein_coding" 24 FALSE
"ENSG00000039319.12" "ZFYVE16" "protein_coding" 241 FALSE
"ENSG00000039523.13" "FAM65A" "protein_coding" 99 FALSE
"ENSG00000039537.9" "C6" "protein_coding" 0 FALSE
"ENSG00000039560.9" "RAI14" "protein_coding" 302 FALSE
"ENSG00000039600.6" "SOX30" "protein_coding" 2 FALSE
"ENSG00000039650.5" "PNKP" "protein_coding" 34 FALSE
"ENSG00000039987.2" "BEST2" "protein_coding" 2 FALSE
"ENSG00000040199.14" "PHLPP2" "protein_coding" 81 FALSE
"ENSG00000040275.12" "SPDL1" "protein_coding" 172 FALSE
"ENSG00000040341.13" "STAU2" "protein_coding" 198 FALSE
"ENSG00000040487.8" "PQLC2" "protein_coding" 59 FALSE
"ENSG00000040531.10" "CTNS" "protein_coding" 36 FALSE
"ENSG00000040608.9" "RTN4R" "protein_coding" 0 FALSE
"ENSG00000040633.8" "PHF23" "protein_coding" 144 FALSE
"ENSG00000040731.6" "CDH10" "protein_coding" 0 FALSE
"ENSG00000040933.10" "INPP4A" "protein_coding" 47 FALSE
"ENSG00000041353.5" "RAB27B" "protein_coding" 4 FALSE
"ENSG00000041357.11" "PSMA4" "protein_coding" 353 FALSE
"ENSG00000041515.11" "MYO16" "protein_coding" 1 FALSE
"ENSG00000041802.6" "LSG1" "protein_coding" 189 FALSE
"ENSG00000041880.10" "PARP3" "protein_coding" 102 FALSE
"ENSG00000041982.10" "TNC" "protein_coding" 37 FALSE
"ENSG00000041988.11" "THAP3" "protein_coding" 72 FALSE
"ENSG00000042062.7" "FAM65C" "protein_coding" 7 FALSE
"ENSG00000042088.9" "TDP1" "protein_coding" 120 FALSE
"ENSG00000042286.10" "AIFM2" "protein_coding" 57 FALSE
"ENSG00000042304.6" "C2orf83" "protein_coding" 1 FALSE
"ENSG00000042317.12" "SPATA7" "protein_coding" 103 FALSE
"ENSG00000042429.6" "MED17" "protein_coding" 165 FALSE
"ENSG00000042445.9" "RETSAT" "protein_coding" 53 FALSE
"ENSG00000042493.11" "CAPG" "protein_coding" 105 FALSE
"ENSG00000042753.7" "AP2S1" "protein_coding" 311 FALSE
"ENSG00000042781.8" "USH2A" "protein_coding" 0 FALSE
"ENSG00000042813.3" "ZPBP" "protein_coding" 0 FALSE
"ENSG00000042832.7" "TG" "protein_coding" 9 FALSE
"ENSG00000042980.8" "ADAM28" "protein_coding" 1 FALSE
"ENSG00000043039.5" "BARX2" "protein_coding" 0 FALSE
"ENSG00000043093.9" "DCUN1D1" "protein_coding" 322 FALSE
"ENSG00000043143.16" "PHF15" "protein_coding" 26 FALSE
"ENSG00000043355.6" "ZIC2" "protein_coding" 0 FALSE
"ENSG00000043462.7" "LCP2" "protein_coding" 0 FALSE
"ENSG00000043514.11" "TRIT1" "protein_coding" 106 FALSE
"ENSG00000043591.4" "ADRB1" "protein_coding" 1 FALSE
"ENSG00000044012.3" "GUCA2B" "protein_coding" 0 FALSE
"ENSG00000044090.4" "CUL7" "protein_coding" 60 FALSE
"ENSG00000044115.15" "CTNNA1" "protein_coding" 348 FALSE
"ENSG00000044446.6" "PHKA2" "protein_coding" 53 FALSE
"ENSG00000044459.10" "CNTLN" "protein_coding" 161 FALSE
"ENSG00000044524.6" "EPHA3" "protein_coding" 0 FALSE
"ENSG00000044574.7" "HSPA5" "protein_coding" 333 FALSE
"ENSG00000046604.8" "DSG2" "protein_coding" 5 FALSE
"ENSG00000046647.9" "GEMIN8" "protein_coding" 156 FALSE
"ENSG00000046651.10" "OFD1" "protein_coding" 243 FALSE
"ENSG00000046653.10" "GPM6B" "protein_coding" 110 FALSE
"ENSG00000046774.9" "MAGEC2" "protein_coding" 0 FALSE
"ENSG00000046889.14" "PREX2" "protein_coding" 0 FALSE
"ENSG00000047056.10" "WDR37" "protein_coding" 56 FALSE
"ENSG00000047188.11" "YTHDC2" "protein_coding" 155 FALSE
"ENSG00000047230.10" "CTPS2" "protein_coding" 61 FALSE
"ENSG00000047249.12" "ATP6V1H" "protein_coding" 214 FALSE
"ENSG00000047315.10" "POLR2B" "protein_coding" 313 FALSE
"ENSG00000047346.8" "FAM214A" "protein_coding" 136 FALSE
"ENSG00000047365.6" "ARAP2" "protein_coding" 0 FALSE
"ENSG00000047410.8" "TPR" "protein_coding" 321 FALSE
"ENSG00000047457.9" "CP" "protein_coding" 3 FALSE
"ENSG00000047578.8" "KIAA0556" "protein_coding" 53 FALSE
"ENSG00000047579.15" "DTNBP1" "protein_coding" 74 FALSE
"ENSG00000047597.5" "XK" "protein_coding" 0 FALSE
"ENSG00000047617.10" "ANO2" "protein_coding" 2 FALSE
"ENSG00000047621.7" "C12orf4" "protein_coding" 148 FALSE
"ENSG00000047634.10" "SCML1" "protein_coding" 129 FALSE
"ENSG00000047644.13" "WWC3" "protein_coding" 85 FALSE
"ENSG00000047648.17" "ARHGAP6" "protein_coding" 60 FALSE
"ENSG00000047662.4" "FAM184B" "protein_coding" 40 FALSE
"ENSG00000047849.17" "MAP4" "protein_coding" 355 FALSE
"ENSG00000047932.9" "GOPC" "protein_coding" 181 FALSE
"ENSG00000047936.6" "ROS1" "protein_coding" 47 FALSE
"ENSG00000048028.7" "USP28" "protein_coding" 111 FALSE
"ENSG00000048052.16" "HDAC9" "protein_coding" 59 FALSE
"ENSG00000048140.13" "TSPAN17" "protein_coding" 76 FALSE
"ENSG00000048162.15" "NOP16" "protein_coding" 316 FALSE
"ENSG00000048342.11" "CC2D2A" "protein_coding" 125 FALSE
"ENSG00000048392.7" "RRM2B" "protein_coding" 161 FALSE
"ENSG00000048405.5" "ZNF800" "protein_coding" 153 FALSE
"ENSG00000048462.6" "TNFRSF17" "protein_coding" 0 FALSE
"ENSG00000048471.9" "SNX29" "protein_coding" 124 FALSE
"ENSG00000048540.10" "LMO3" "protein_coding" 14 FALSE
"ENSG00000048544.5" "MRPS10" "protein_coding" 308 FALSE
"ENSG00000048545.9" "GUCA1A" "protein_coding" 1 FALSE
"ENSG00000048649.9" "RSF1" "protein_coding" 289 FALSE
"ENSG00000048707.9" "VPS13D" "protein_coding" 145 FALSE
"ENSG00000048740.12" "CELF2" "protein_coding" 258 FALSE
"ENSG00000048828.12" "FAM120A" "protein_coding" 295 FALSE
"ENSG00000048991.12" "R3HDM1" "protein_coding" 223 FALSE
"ENSG00000049089.9" "COL9A2" "protein_coding" 0 FALSE
"ENSG00000049130.9" "KITLG" "protein_coding" 116 FALSE
"ENSG00000049167.9" "ERCC8" "protein_coding" 126 FALSE
"ENSG00000049192.10" "ADAMTS6" "protein_coding" 227 FALSE
"ENSG00000049239.8" "H6PD" "protein_coding" 195 FALSE
"ENSG00000049245.8" "VAMP3" "protein_coding" 303 FALSE
"ENSG00000049246.10" "PER3" "protein_coding" 53 FALSE
"ENSG00000049247.9" "UTS2" "protein_coding" 17 FALSE
"ENSG00000049249.4" "TNFRSF9" "protein_coding" 2 FALSE
"ENSG00000049283.13" "EPN3" "protein_coding" 0 FALSE
"ENSG00000049319.2" "SRD5A2" "processed_transcript" 0 FALSE
"ENSG00000049323.11" "LTBP1" "protein_coding" 189 FALSE
"ENSG00000049449.4" "RCN1" "protein_coding" 279 FALSE
"ENSG00000049540.12" "ELN" "protein_coding" 126 FALSE
"ENSG00000049541.6" "RFC2" "protein_coding" 98 TRUE
"ENSG00000049618.15" "ARID1B" "protein_coding" 293 FALSE
"ENSG00000049656.9" "CLPTM1L" "protein_coding" 172 FALSE
"ENSG00000049759.12" "NEDD4L" "protein_coding" 128 FALSE
"ENSG00000049768.10" "FOXP3" "protein_coding" 1 FALSE
"ENSG00000049769.8" "PPP1R3F" "protein_coding" 7 FALSE
"ENSG00000049860.9" "HEXB" "protein_coding" 126 FALSE
"ENSG00000049883.10" "PTCD2" "protein_coding" 67 FALSE
"ENSG00000050030.8" "KIAA2022" "protein_coding" 0 FALSE
"ENSG00000050130.13" "JKAMP" "protein_coding" 308 FALSE
"ENSG00000050165.13" "DKK3" "protein_coding" 100 FALSE
"ENSG00000050327.10" "ARHGEF5" "protein_coding" 0 FALSE
"ENSG00000050344.7" "NFE2L3" "protein_coding" 26 FALSE
"ENSG00000050393.6" "MCUR1" "protein_coding" 59 FALSE
"ENSG00000050405.9" "LIMA1" "protein_coding" 351 TRUE
"ENSG00000050426.10" "LETMD1" "protein_coding" 175 FALSE
"ENSG00000050438.12" "SLC4A8" "protein_coding" 22 FALSE
"ENSG00000050555.13" "LAMC3" "protein_coding" 1 FALSE
"ENSG00000050628.16" "PTGER3" "protein_coding" 0 FALSE
"ENSG00000050730.11" "TNIP3" "protein_coding" 3 FALSE
"ENSG00000050748.12" "MAPK9" "protein_coding" 99 FALSE
"ENSG00000050767.11" "COL23A1" "protein_coding" 1 FALSE
"ENSG00000050820.12" "BCAR1" "protein_coding" 50 FALSE
"ENSG00000051009.6" "FAM160A2" "protein_coding" 51 FALSE
"ENSG00000051108.10" "HERPUD1" "protein_coding" 343 FALSE
"ENSG00000051128.14" "HOMER3" "protein_coding" 10 FALSE
"ENSG00000051180.12" "RAD51" "protein_coding" 34 FALSE
"ENSG00000051341.9" "POLQ" "protein_coding" 33 FALSE
"ENSG00000051382.4" "PIK3CB" "protein_coding" 99 FALSE
"ENSG00000051523.6" "CYBA" "protein_coding" 35 FALSE
"ENSG00000051596.5" "THOC3" "protein_coding" 105 FALSE
"ENSG00000051620.5" "HEBP2" "protein_coding" 175 FALSE
"ENSG00000051825.9" "MPHOSPH9" "protein_coding" 205 FALSE
"ENSG00000052126.10" "PLEKHA5" "protein_coding" 111 FALSE
"ENSG00000052344.11" "PRSS8" "protein_coding" 0 FALSE
"ENSG00000052723.7" "SIKE1" "protein_coding" 240 FALSE
"ENSG00000052749.9" "RRP12" "protein_coding" 80 FALSE
"ENSG00000052795.8" "FNIP2" "protein_coding" 94 FALSE
"ENSG00000052802.8" "MSMO1" "protein_coding" 301 TRUE
"ENSG00000052841.10" "TTC17" "protein_coding" 286 FALSE
"ENSG00000052850.5" "ALX4" "protein_coding" 0 FALSE
"ENSG00000053108.12" "FSTL4" "protein_coding" 0 FALSE
"ENSG00000053254.11" "FOXN3" "protein_coding" 245 FALSE
"ENSG00000053328.8" "METTL24" "protein_coding" 2 FALSE
"ENSG00000053371.8" "AKR7A2" "protein_coding" 98 FALSE
"ENSG00000053372.4" "MRTO4" "protein_coding" 210 FALSE
"ENSG00000053438.7" "NNAT" "protein_coding" 6 FALSE
"ENSG00000053501.8" "USE1" "protein_coding" 196 FALSE
"ENSG00000053524.7" "MCF2L2" "protein_coding" 13 FALSE
"ENSG00000053702.10" "NRIP2" "protein_coding" 17 FALSE
"ENSG00000053747.11" "LAMA3" "protein_coding" 10 FALSE
"ENSG00000053770.7" "AP5M1" "protein_coding" 166 FALSE
"ENSG00000053900.6" "ANAPC4" "protein_coding" 138 FALSE
"ENSG00000053918.11" "KCNQ1" "protein_coding" 0 FALSE
"ENSG00000054116.7" "TRAPPC3" "protein_coding" 143 FALSE
"ENSG00000054118.9" "THRAP3" "protein_coding" 357 FALSE
"ENSG00000054148.13" "PHPT1" "protein_coding" 328 FALSE
"ENSG00000054179.7" "ENTPD2" "protein_coding" 0 FALSE
"ENSG00000054219.9" "LY75,LY75-CD302" "protein_coding" 4 FALSE
"ENSG00000054267.16" "ARID4B" "protein_coding" 302 FALSE
"ENSG00000054277.8" "OPN3" "protein_coding" 62 FALSE
"ENSG00000054282.11" "SDCCAG8" "protein_coding" 275 FALSE
"ENSG00000054356.8" "PTPRN" "protein_coding" 1 FALSE
"ENSG00000054392.8" "HHAT" "protein_coding" 99 FALSE
"ENSG00000054523.12" "KIF1B" "protein_coding" 233 FALSE
"ENSG00000054598.5" "FOXC1" "protein_coding" 23 FALSE
"ENSG00000054611.9" "TBC1D22A" "protein_coding" 76 FALSE
"ENSG00000054654.11" "SYNE2" "protein_coding" 248 FALSE
"ENSG00000054690.9" "PLEKHH1" "protein_coding" 14 FALSE
"ENSG00000054793.9" "ATP9A" "protein_coding" 76 FALSE
"ENSG00000054796.8" "SPO11" "protein_coding" 0 FALSE
"ENSG00000054803.3" "CBLN4" "protein_coding" 0 FALSE
"ENSG00000054938.11" "CHRDL2" "protein_coding" 5 FALSE
"ENSG00000054965.6" "FAM168A" "protein_coding" 57 FALSE
"ENSG00000054967.8" "RELT" "protein_coding" 7 FALSE
"ENSG00000054983.12" "GALC" "protein_coding" 67 FALSE
"ENSG00000055044.6" "NOP58" "protein_coding" 327 FALSE
"ENSG00000055070.12" "SZRD1" "protein_coding" 188 FALSE
"ENSG00000055118.10" "KCNH2" "protein_coding" 7 FALSE
"ENSG00000055130.11" "CUL1" "protein_coding" 207 FALSE
"ENSG00000055147.13" "FAM114A2" "protein_coding" 210 FALSE
"ENSG00000055163.14" "CYFIP2" "protein_coding" 65 FALSE
"ENSG00000055208.12" "TAB2" "protein_coding" 215 FALSE
"ENSG00000055211.8" "GINM1" "protein_coding" 213 FALSE
"ENSG00000055332.11" "EIF2AK2" "protein_coding" 252 FALSE
"ENSG00000055483.13" "USP36" "protein_coding" 145 FALSE
"ENSG00000055609.13" "MLL3" "protein_coding" 295 FALSE
"ENSG00000055732.8" "MCOLN3" "protein_coding" 23 FALSE
"ENSG00000055813.5" "CCDC85A" "protein_coding" 40 FALSE
"ENSG00000055917.11" "PUM2" "protein_coding" 230 FALSE
"ENSG00000055950.12" "MRPL43" "protein_coding" 279 FALSE
"ENSG00000055955.11" "ITIH4" "protein_coding" 6 FALSE
"ENSG00000055957.6" "ITIH1" "protein_coding" 0 FALSE
"ENSG00000056050.6" "C4orf27" "protein_coding" 254 FALSE
"ENSG00000056097.11" "ZFR" "protein_coding" 331 FALSE
"ENSG00000056277.11" "ZNF280C" "protein_coding" 65 FALSE
"ENSG00000056291.13" "NPFFR2" "protein_coding" 1 FALSE
"ENSG00000056487.11" "PHF21B" "protein_coding" 0 FALSE
"ENSG00000056558.6" "TRAF1" "protein_coding" 4 FALSE
"ENSG00000056586.11" "RC3H2" "protein_coding" 216 FALSE
"ENSG00000056661.9" "PCGF2" "protein_coding" 115 FALSE
"ENSG00000056736.5" "IL17RB" "protein_coding" 12 FALSE
"ENSG00000056972.14" "TRAF3IP2" "protein_coding" 84 FALSE
"ENSG00000056998.14" "GYG2" "protein_coding" 27 FALSE
"ENSG00000057019.11" "DCBLD2" "protein_coding" 330 FALSE
"ENSG00000057149.10" "SERPINB3" "protein_coding" 0 FALSE
"ENSG00000057252.8" "SOAT1" "protein_coding" 133 FALSE
"ENSG00000057294.9" "PKP2" "protein_coding" 11 FALSE
"ENSG00000057468.6" "MSH4" "protein_coding" 2 FALSE
"ENSG00000057593.9" "F7" "protein_coding" 0 FALSE
"ENSG00000057608.11" "GDI2" "protein_coding" 344 FALSE
"ENSG00000057657.10" "PRDM1" "protein_coding" 58 TRUE
"ENSG00000057663.8" "ATG5" "protein_coding" 220 FALSE
"ENSG00000057704.6" "TMCC3" "protein_coding" 35 FALSE
"ENSG00000057757.5" "PITHD1" "protein_coding" 176 FALSE
"ENSG00000057935.9" "MTA3" "protein_coding" 176 FALSE
"ENSG00000058056.4" "USP13" "protein_coding" 77 FALSE
"ENSG00000058063.10" "ATP11B" "protein_coding" 159 FALSE
"ENSG00000058085.10" "LAMC2" "protein_coding" 7 FALSE
"ENSG00000058091.12" "CDK14" "protein_coding" 129 FALSE
"ENSG00000058262.5" "SEC61A1" "protein_coding" 293 FALSE
"ENSG00000058272.11" "PPP1R12A" "protein_coding" 329 FALSE
"ENSG00000058335.10" "RASGRF1" "protein_coding" 20 FALSE
"ENSG00000058404.15" "CAMK2B" "protein_coding" 4 FALSE
"ENSG00000058453.12" "CROCC" "protein_coding" 9 FALSE
"ENSG00000058600.11" "POLR3E" "protein_coding" 127 FALSE
"ENSG00000058668.10" "ATP2B4" "protein_coding" 210 FALSE
"ENSG00000058673.11" "ZC3H11A" "protein_coding" 311 FALSE
"ENSG00000058729.6" "RIOK2" "protein_coding" 215 FALSE
"ENSG00000058799.9" "YIPF1" "protein_coding" 131 FALSE
"ENSG00000058804.10" "TMEM48" "protein_coding" 108 FALSE
"ENSG00000058866.10" "DGKG" "protein_coding" 6 FALSE
"ENSG00000059122.12" "FLYWCH1" "protein_coding" 64 FALSE
"ENSG00000059145.14" "UNKL" "protein_coding" 40 FALSE
"ENSG00000059377.11" "TBXAS1" "protein_coding" 35 FALSE
"ENSG00000059378.8" "PARP12" "protein_coding" 24 FALSE
"ENSG00000059573.4" "ALDH18A1" "protein_coding" 172 FALSE
"ENSG00000059588.5" "TARBP1" "protein_coding" 129 FALSE
"ENSG00000059691.7" "PET112" "protein_coding" 113 FALSE
"ENSG00000059728.6" "MXD1" "protein_coding" 52 FALSE
"ENSG00000059758.3" "CDK17" "protein_coding" 130 FALSE
"ENSG00000059769.15" "DNAJC25,DNAJC25-GNG10" "protein_coding" 211 FALSE
"ENSG00000059804.11" "SLC2A3" "protein_coding" 189 FALSE
"ENSG00000059915.12" "PSD" "protein_coding" 5 FALSE
